"lon","lat","company","location","industry"
-122.313,47.3223,"Weyerhaeuser","Federal Way, WA","Forest and Paper Products"
-74.0059,40.7128,"KKR","New York, NY","Securities"
-95.3698,29.7604,"FMC Technologies","Houston, TX","Oil and Gas Equipment, Services"
-89.4012,43.0731,"American Family Insurance Group","Madison, WI","Insurance: Property and Casualty (Stock)"
-85.6681,42.9634,"SpartanNash","Grand Rapids, MI","Wholesalers: Food and Grocery"
-79.9959,40.4406,"WESCO International","Pittsburgh, PA","Wholesalers: Diversified"
-95.3698,29.7604,"Quanta Services","Houston, TX","Engineering, Construction"
-84.9511,34.5026,"Mohawk Industries","Calhoun, GA","zMiscellaneous"
-88.0834,42.0334,"Motorola Solutions","Schaumburg, IL","Network and Other Communications Equipment"
-80.1918,25.7617,"Lennar","Miami, FL","Homebuilders"
-81.9179,41.4553,"TravelCenters of America","Westlake, OH","Specialty Retailers: Other"
-80.8431,35.2271,"Sealed Air","Charlotte, NC","Packaging, Containers"
-72.5898,42.1015,"Eversource Energy","Springfield, MA","Utilities: Gas and Electric"
-84.388,33.749,"Coca-Cola Enterprises","Atlanta, GA","Beverages"
-74.3646,40.7146,"Celgene","Summit, NJ","Pharmaceuticals"
-95.9928,36.154,"Williams","Tulsa, OK","Energy"
-84.5086,39.0837,"Ashland","Covington, KY","Chemicals"
-74.0059,40.7128,"Interpublic Group","New York, NY","Advertising, marketing"
-74.0059,40.7128,"Blackstone Group","New York, NY","Diversified Financials"
-74.0059,40.7128,"Ralph Lauren","New York, NY","Apparel"
-74.4171,40.7598,"Quest Diagnostics","Madison, NJ","Health Care: Pharmacy and Other Services"
-76.6502,40.2859,"Hershey","Hershey, PA","Food Consumer Products"
-73.3579,41.1415,"Terex","Westport, CT","Construction and Farm Machinery"
-71.5523,42.3459,"Boston Scientific","Marlborough, MA","Medical Products and Equipment"
-104.951,39.6172,"Newmont Mining","Greenwood Village, CO","Mining, Crude-Oil Production"
-117.795,33.6839,"Allergan","Irvine, CA","Pharmaceuticals"
-93.2923,37.209,"O'Reilly Automotive","Springfield, MO","Specialty Retailers: Other"
-93.6001,41.7318,"Casey's General Stores","Ankeny, IA","Specialty Retailers: Other"
-84.4013,42.2459,"CMS Energy","Jackson, MI","Utilities: Gas and Electric"
-74.0059,40.7128,"Foot Locker","New York, NY","Specialty Retailers: Apparel"
-73.6282,41.0262,"W.R. Berkley","Greenwich, CT","Insurance: Property and Casualty (Stock)"
-112.074,33.4484,"PetSmart","Phoenix, AZ","Specialty Retailers: Other"
-117.929,33.6189,"Pacific Life","Newport Beach, CA","Insurance: Life, Health (stock)"
-96.9489,32.814,"Commercial Metals","Irving, TX","Metals"
-121.955,37.3541,"Agilent Technologies","Santa Clara, CA","Scientific,Photographic and Control Equipment"
-76.473,37.0871,"Huntington Ingalls Industries","Newport News, VA","Aerospace and Defense"
-95.998,41.2524,"Mutual of Omaha Insurance","Omaha, NE","Insurance: Life, Health (stock)"
-118.4,34.0736,"Live Nation Entertainment","Beverly Hills, CA","Entertainment"
-80.1667,40.5184,"Dick's Sporting Goods","Coraopolis, PA","Specialty Retailers: Other"
-88.5426,44.0247,"Oshkosh","Oshkosh, WI","Motor Vehicles and Parts"
-96.9489,32.814,"Celanese","Irving, TX","Chemicals"
-97.3361,37.6889,"Spirit AeroSystems Holdings","Wichita, KS","Aerospace and Defense"
-71.4128,41.824,"United Natural Foods","Providence, RI","Wholesalers: Food and Grocery"
-90.1994,38.627,"Peabody Energy","St. Louis, MO","Mining, Crude-Oil Production"
-83.6272,41.557,"Owens-Illinois","Perrysburg, OH","Packaging, Containers"
-92.2896,34.7465,"Dillard's","Little Rock, AR","General Merchandisers"
-105.087,39.9205,"Level 3 Communications","Broomfield, CO","Telecommunications"
-78.7811,35.7915,"Pantry","Cary, NC","Specialty Retailers: Other"
-87.6298,41.8781,"LKQ","Chicago, IL","Wholesalers: Diversified"
-87.6298,41.8781,"Integrys Energy Group","Chicago, IL","Utilities: Gas and Electric"
-122.084,37.3861,"Symantec","Mountain View, CA","Computer Software"
-95.3698,29.7604,"Buckeye Partners","Houston, TX","Pipelines"
-80.1918,25.7617,"Ryder System","Miami, FL","Trucking, Truck Leasing"
-121.9,37.4323,"SanDisk","Milpitas, CA","Semiconductors and Other Electronic Components"
-87.9065,43.0389,"Rockwell Automation","Milwaukee, WI","Electronics, Electrical Equip."
-83.6538,41.5628,"Dana Holding","Maumee, OH","Motor Vehicles and Parts"
-94.6708,38.9822,"Lansing Trade Group","Overland Park, KS","Wholesalers: Diversified"
-84.1446,34.0029,"NCR","Duluth, GA","Computers, Office Equipment"
-122.332,47.6062,"Expeditors International of Washington","Seattle, WA","Transportation and Logistics"
-84.512,39.1031,"Omnicare","Cincinnati, OH","Health Care: Pharmacy and Other Services"
-84.4173,39.3321,"AK Steel Holding","West Chester, OH","Metals"
-84.512,39.1031,"Fifth Third Bancorp","Cincinnati, OH","Commercial Banks"
-94.7152,39.0228,"Seaboard","Shawnee Mission, KS","Food Production"
-87.3328,41.4828,"NiSource","Merrillville, IN","Utilities: Gas and Electric"
-73.4821,40.7443,"Cablevision Systems","Bethpage, NY","Telecommunications"
-87.7878,42.0698,"Anixter International","Glenview, IL","Wholesalers: Diversified"
-73.4082,41.1177,"EMCOR Group","Norwalk, CT","Engineering, Construction"
-81.6557,30.3322,"Fidelity National Information Services","Jacksonville, FL","Financial Data Services"
-74.0059,40.7128,"Barnes & Noble","New York, NY","Specialty Retailers: Other"
-95.3698,29.7604,"KBR","Houston, TX","Engineering, Construction"
-84.5555,42.7325,"Auto-Owners Insurance","Lansing, MI","Insurance: Property and Casualty (Mutual)"
-90.4329,38.6009,"Jones Financial","Des Peres, MO","Securities"
-118.255,34.1425,"Avery Dennison","Glendale, CA","Chemicals"
-122.036,37.3688,"NetApp","Sunnyvale, CA","Computer Peripherals"
-98.4936,29.4241,"iHeartMedia","San Antonio, TX","Entertainment"
-77.0261,38.9907,"Discovery Communications","Silver Spring, MD","Entertainment"
-87.9065,43.0389,"Harley-Davidson","Milwaukee, WI","Transportation Equipment"
-121.886,37.3382,"Sanmina","San Jose, CA","Semiconductors and Other Electronic Components"
-96.797,32.7767,"Trinity Industries","Dallas, TX","Transportation Equipment"
-94.1308,36.2554,"J.B. Hunt Transport Services","Lowell, AR","Trucking, Truck Leasing"
-122.419,37.7749,"Charles Schwab","San Francisco, CA","Securities"
-80.0851,42.1292,"Erie Insurance Group","Erie, PA","Insurance: Property and Casualty (Stock)"
-96.6989,33.0198,"Dr Pepper Snapple Group","Plano, TX","Beverages"
-90.1994,38.627,"Ameren","St. Louis, MO","Utilities: Gas and Electric"
-118.416,33.9192,"Mattel","El Segundo, CA","Toys, Sporting Goods"
-79.4378,36.0957,"Laboratory Corp. of America","Burlington, NC","Health Care: Pharmacy and Other Services"
-77.1773,38.9339,"Gannett","McLean, VA","Publishing, Printing"
-73.5387,41.0534,"Starwood Hotels & Resorts","Stamford, CT","Hotels, Casinos, Resorts"
-84.4519,39.0331,"General Cable","Highland Heights, KY","Electronics, Electrical Equip."
-118.491,34.0195,"A-Mark Precious Metals","Santa Monica, CA","zMiscellaneous"
-90.1994,38.627,"Graybar Electric","St. Louis, MO","Wholesalers: Diversified"
-96.797,32.7767,"Energy Future Holdings","Dallas, TX","Energy"
-74.0059,40.7128,"HRG Group","New York, NY","Household and Personal Products"
-95.3698,29.7604,"MRC Global","Houston, TX","Oil and Gas Equipment, Services"
-95.3698,29.7604,"Spectra Energy","Houston, TX","Pipelines"
-84.1446,34.0029,"Asbury Automotive Group","Duluth, GA","Automotive Retailing, Services"
-87.8406,42.2586,"Packaging Corp. of America","Lake Forest, IL","Packaging, Containers"
-92.2896,34.7465,"Windstream Holdings","Little Rock, AR","Telecommunications"
-84.388,33.749,"PulteGroup","Atlanta, GA","Homebuilders"
-73.9564,40.7413,"JetBlue Airways","Long Island City, NY","Airlines"
-84.388,33.749,"Newell Rubbermaid","Atlanta, GA","Home Equipment, Furnishings"
-83.743,42.2808,"Con-way","Ann Arbor, MI","Transportation and Logistics"
-86.1581,39.7684,"Calumet Specialty Products Partners","Indianapolis, IN","Petroleum Refining"
-122.201,47.6104,"Expedia","Bellevue, WA","Internet Services and Retailing"
-84.512,39.1031,"American Financial Group","Cincinnati, OH","Insurance: Property and Casualty (Stock)"
-86.7828,36.0331,"Tractor Supply","Brentwood, TN","Specialty Retailers: Other"
-73.5387,41.0534,"United Rentals","Stamford, CT","zMiscellaneous"
-87.8807,41.8498,"Ingredion","Westchester, IL","Food Production"
-75.5398,39.7391,"Navient","Wilmington, DE","Diversified Financials"
-77.436,37.5407,"MeadWestvaco","Richmond, VA","Packaging, Containers"
-84.388,33.749,"AGL Resources","Atlanta, GA","Utilities: Gas and Electric"
-93.09,44.9537,"St. Jude Medical","St. Paul, MN","Medical Products and Equipment"
-81.764,40.8437,"J.M. Smucker","Orrville, OH","Food Consumer Products"
-104.988,39.6478,"Western Union","Englewood, CO","Financial Data Services"
-122.271,37.8044,"Clorox","Oakland, CA","Household and Personal Products"
-80.9451,35.0074,"Domtar","Fort Mill, SC","Forest and Paper Products"
-83.1498,42.6064,"Kelly Services","Troy, MI","Temporary Help"
-87.6298,41.8781,"Old Republic International","Chicago, IL","Insurance: Property and Casualty (Stock)"
-122.036,37.3688,"Advanced Micro Devices","Sunnyvale, CA","Semiconductors and Other Electronic Components"
-121.962,37.2358,"Netflix","Los Gatos, CA","Specialty Retailers: Other"
-77.1773,38.9339,"Booz Allen Hamilton Holding","McLean, VA","Information Technology Services"
-78.8986,35.994,"Quintiles Transnational Holdings","Durham, NC","Health Care: Pharmacy and Other Services"
-115.14,36.1699,"Wynn Resorts","Las Vegas, NV","Hotels, Casinos, Resorts"
-87.6298,41.8781,"Jones Lang LaSalle","Chicago, IL","Real estate"
-86.8025,33.5207,"Regions Financial","Birmingham, AL","Commercial Banks"
-104.988,39.6478,"CH2M Hill","Englewood, CO","Engineering, Construction"
-84.512,39.1031,"Western & Southern Financial Group","Cincinnati, OH","Insurance: Life, Health (Mutual)"
-122.876,42.3265,"Lithia Motors","Medford, OR","Automotive Retailing, Services"
-122.419,37.7749,"salesforce.com","San Francisco, CA","Computer Software"
-122.332,47.6062,"Alaska Air Group","Seattle, WA","Airlines"
-77.0947,38.9847,"Host Hotels & Resorts","Bethesda, MD","Real estate"
-73.5387,41.0534,"Harman International Industries","Stamford, CT","Electronics, Electrical Equip."
-72.8231,41.457,"Amphenol","Wallingford, CT","Network and Other Communications Equipment"
-74.4171,40.7598,"Realogy Holdings","Madison, NJ","Real estate"
-87.8445,42.1711,"Essendant","Deerfield, IL","Wholesalers: Electronics and Office Equipment"
-80.2442,36.0999,"Hanesbrands","Winston-Salem, NC","Apparel"
-85.7585,38.2527,"Kindred Healthcare","Louisville, KY","Health Care: Medical Facilities"
-84.0713,34.0515,"ARRIS Group","Suwanee, GA","Network and Other Communications Equipment"
-111.94,33.4255,"Insight Enterprises","Tempe, AZ","Wholesalers: Electronics and Office Equipment"
-96.6989,33.0198,"Alliance Data Systems","Plano, TX","Financial Data Services"
-86.7828,36.0331,"LifePoint Health","Brentwood, TN","Health Care: Medical Facilities"
-96.9489,32.814,"Pioneer Natural Resources","Irving, TX","Mining, Crude-Oil Production"
-74.4174,40.8653,"Wyndham Worldwide","Parsippany, NJ","Hotels, Casinos, Resorts"
-83.5552,41.6639,"Owens Corning","Toledo, OH","Building Materials, Glass"
-74.0059,40.7128,"Alleghany","New York, NY","Insurance: Property and Casualty (Stock)"
-74.0059,40.7128,"McGraw Hill Financial","New York, NY","Financial Data Services"
-82.9988,39.9612,"Big Lots","Columbus, OH","Specialty Retailers: Other"
-111.94,33.4255,"Northern Tier Energy","Tempe, AZ","Petroleum Refining"
-82.9988,39.9612,"Hexion","Columbus, OH","Chemicals"
-77.5064,37.666,"Markel","Glen Allen, VA","Insurance: Property and Casualty (Stock)"
-95.3698,29.7604,"Noble Energy","Houston, TX","Mining, Crude-Oil Production"
-77.357,38.9586,"Leidos Holdings","Reston, VA","Information Technology Services"
-91.6656,41.9779,"Rockwell Collins","Cedar Rapids, IA","Aerospace and Defense"
-75.3599,40.0462,"Airgas","Radnor, PA","Wholesalers: Diversified"
-70.7626,43.0718,"Sprague Resources","Portsmouth, NH","Wholesalers: Diversified"
-94.6708,38.9822,"YRC Worldwide","Overland Park, KS","Trucking, Truck Leasing"
-71.8023,42.2626,"Hanover Insurance Group","Worcester, MA","Insurance: Property and Casualty (Stock)"
-88.1065,43.0606,"Fiserv","Brookfield, WI","Financial Data Services"
-79.792,36.0726,"Lorillard","Greensboro, NC","Tobacco"
-80.8429,35.4107,"American Tire Distributors Holdings","Huntersville, NC","Wholesalers: Diversified"
-74.0059,40.7128,"ABM Industries","New York, NY","Diversified Outsourcing Services"
-80.0734,34.374,"Sonoco Products","Hartsville, SC","Packaging, Containers"
-80.6081,28.0836,"Harris","Melbourne, FL","Network and Other Communications Equipment"
-87.6298,41.8781,"Telephone & Data Systems","Chicago, IL","Telecommunications"
-87.9065,43.0389,"Wisconsin Energy","Milwaukee, WI","Utilities: Gas and Electric"
-95.3698,29.7604,"Linn Energy","Houston, TX","Mining, Crude-Oil Production"
-82.64,27.7731,"Raymond James Financial","St. Petersburg, FL","Securities"
-87.5711,37.9716,"Berry Plastics Group","Evansville, IN","Packaging, Containers"
-96.797,32.7767,"Regency Energy Partners","Dallas, TX","Oil and Gas Equipment, Services"
-81.074,33.9657,"SCANA","Cayce, SC","Utilities: Gas and Electric"
-84.5603,39.3455,"Cincinnati Financial","Fairfield, OH","Insurance: Property and Casualty (Stock)"
-96.797,32.7767,"Atmos Energy","Dallas, TX","Utilities: Gas and Electric"
-77.0369,38.9072,"Pepco Holdings","Washington, DC","Utilities: Gas and Electric"
-96.9489,32.814,"Flowserve","Irving, TX","Industrial Machinery"
-86.1581,39.7684,"Simon Property Group","Indianapolis, IN","Real estate"
-77.4089,42.9826,"Constellation Brands","Victor, NY","Beverages"
-88.222,43.1339,"Quad/Graphics","Sussex, WI","Publishing, Printing"
-74.8649,40.0712,"Burlington Stores","Burlington, NJ","Specialty Retailers: Apparel"
-96.797,32.7767,"Neiman Marcus Group","Dallas, TX","Specialty Retailers: Apparel"
-88.4626,44.1858,"Bemis","Neenah, WI","Packaging, Containers"
-74.0059,40.7128,"Coach","New York, NY","Apparel"
-97.5164,35.4676,"Continental Resources","Oklahoma City, OK","Mining, Crude-Oil Production"
-74.1436,41.0886,"Ascena Retail Group","Mahwah, NJ","Specialty Retailers: Apparel"
-74.3882,40.7879,"Zoetis","Florham Park, NJ","Pharmaceuticals"
-77.4478,38.9559,"Orbital ATK","Dulles, VA","Aerospace and Defense"
-73.5387,41.0534,"Frontier Communications","Stamford, CT","Telecommunications"
-122.419,37.7749,"Levi Strauss","San Francisco, CA","Apparel"
-80.8431,35.2271,"SPX","Charlotte, NC","Industrial Machinery"
-87.8445,42.1711,"CF Industries Holdings","Deerfield, IL","Chemicals"
-96.9489,32.814,"Michaels Cos.","Irving, TX","Specialty Retailers: Other"
-78.8784,42.8864,"M&T Bank Corp.","Buffalo, NY","Commercial Banks"
-98.1245,29.703,"Rush Enterprises","New Braunfels, TX","Automotive Retailing, Services"
-81.6944,41.4993,"Aleris","Cleveland, OH","Metals"
-95.4613,30.1658,"Nexeo Solutions Holdings","The Woodlands, TX","Wholesalers: Diversified"
-72.7562,44.3378,"Keurig Green Mountain","Waterbury, VT","Beverages"
-95.3698,29.7604,"Superior Energy Services","Houston, TX","Oil and Gas Equipment, Services"
-122.419,37.7749,"Williams-Sonoma","San Francisco, CA","Specialty Retailers: Other"
-122.182,37.453,"Robert Half International","Menlo Park, CA","Temporary Help"
-121.955,37.3541,"Nvidia","Santa Clara, CA","Semiconductors and Other Electronic Components"
-117.868,33.7456,"First American Financial","Santa Ana, CA","Insurance: Property and Casualty (Stock)"
-85.853,41.2381,"Zimmer Holdings","Warsaw, IN","Medical Products and Equipment"
-100.784,46.8083,"MDU Resources Group","Bismarck, ND","Energy"
-122.036,37.3688,"Juniper Networks","Sunnyvale, CA","Network and Other Communications Equipment"
-88.0073,41.975,"Arthur J. Gallagher","Itasca, IL","Diversified Financials"
-76.7941,39.1304,"Colfax","Annapolis Junction, MD","Industrial Machinery"
-81.6944,41.4993,"Cliffs Natural Resources","Cleveland, OH","Mining, Crude-Oil Production"
-122.036,37.3688,"Yahoo","Sunnyvale, CA","Internet Services and Retailing"
-80.2684,25.7215,"MasTec","Coral Gables, FL","Engineering, Construction"
-121.989,37.5483,"Lam Research","Fremont, CA","Semiconductors and Other Electronic Components"
-84.388,33.749,"Axiall","Atlanta, GA","Chemicals"
-84.388,33.749,"Intercontinental Exchange","Atlanta, GA","Securities"
-84.512,39.1031,"Cintas","Cincinnati, OH","Diversified Outsourcing Services"
-74.0059,40.7128,"Coty","New York, NY","Household and Personal Products"
-73.169,40.8043,"CA","Islandia, NY","Computer Software"
-83.6538,41.5628,"Andersons","Maumee, OH","Food Production"
-93.265,44.9778,"Valspar","Minneapolis, MN","Chemicals"
-87.6298,41.8781,"Northern Trust","Chicago, IL","Commercial Banks"
-122.084,37.3861,"Intuit","Mountain View, CA","Computer Software"
-118.457,34.3058,"Tutor Perini","Sylmar, CA","Engineering, Construction"
-93.5825,45.0352,"Polaris Industries","Medina, MN","Transportation Equipment"
-87.8406,42.2586,"Hospira","Lake Forest, IL","Pharmaceuticals"
-71.5126,41.8205,"FM Global","Johnston, RI","Insurance: Property and Casualty (Stock)"
-77.357,38.9586,"NVR","Reston, VA","Homebuilders"
-104.988,39.6478,"Liberty Media","Englewood, CO","Entertainment"
-90.1994,38.627,"Energizer Holdings","St. Louis, MO","Household and Personal Products"
-82.4572,27.9506,"Bloomin' Brands","Tampa, FL","Food Services"
-121.955,37.3541,"Avaya","Santa Clara, CA","Network and Other Communications Equipment"
-95.3698,29.7604,"Westlake Chemical","Houston, TX","Chemicals"
-87.6298,41.8781,"Hyatt Hotels","Chicago, IL","Hotels, Casinos, Resorts"
-87.7878,42.0698,"Mead Johnson Nutrition","Glenview, IL","Food Consumer Products"
-118.491,34.0195,"Activision Blizzard","Santa Monica, CA","Computer Software"
-86.8025,33.5207,"Protective Life","Birmingham, AL","Insurance: Life, Health (stock)"
-104.951,39.6172,"Envision Healthcare Holdings","Greenwood Village, CO","Health Care: Pharmacy and Other Services"
-87.8445,42.1711,"Fortune Brands Home & Security","Deerfield, IL","Home Equipment, Furnishings"
-81.8552,41.1432,"RPM International","Medina, OH","Chemicals"
-75.3599,40.0462,"VWR","Radnor, PA","Wholesalers: Diversified"
-71.0589,42.3601,"LPL Financial Holdings","Boston, MA","Securities"
-81.6944,41.4993,"KeyCorp","Cleveland, OH","Commercial Banks"
-112.074,33.4484,"Swift Transportation","Phoenix, AZ","Trucking, Truck Leasing"
-82.1888,36.5951,"Alpha Natural Resources","Bristol, VA","Mining, Crude-Oil Production"
-71.3826,41.8787,"Hasbro","Pawtucket, RI","Toys, Sporting Goods"
-80.9112,34.8529,"Resolute Forest Products","Catawba, SC","Forest and Paper Products"
-74.0059,40.7128,"Tiffany","New York, NY","Specialty Retailers: Other"
-76.6458,39.5309,"McCormick","Sparks, MD","Food Consumer Products"
-84.388,33.749,"Graphic Packaging Holding","Atlanta, GA","Packaging, Containers"
-83.068,40.2987,"Greif","Delaware, OH","Packaging, Containers"
-79.9959,40.4406,"Allegheny Technologies","Pittsburgh, PA","Metals"
-93.09,44.9537,"Securian Financial Group","St. Paul, MN","Insurance: Life, Health (stock)"
-80.2684,26.6618,"B/E Aerospace","Wellington, FL","Aerospace and Defense"
-77.1773,38.9339,"Exelis","McLean, VA","Aerospace and Defense"
-121.886,37.3382,"Adobe Systems","San Jose, CA","Computer Software"
-104.99,39.7392,"Molson Coors Brewing","Denver, CO","Beverages"
-87.9065,43.0389,"Roundy's","Milwaukee, WI","Food and Drug Stores"
-86.118,39.9784,"CNO Financial Group","Carmel, IN","Insurance: Life, Health (stock)"
-95.3698,29.7604,"Adams Resources & Energy","Houston, TX","Energy"
-80.8431,35.2271,"Belk","Charlotte, NC","General Merchandisers"
-104.99,39.7392,"Chipotle Mexican Grill","Denver, CO","Food Services"
-71.0589,42.3601,"American Tower","Boston, MA","Telecommunications"
-75.1652,39.9526,"FMC","Philadelphia, PA","Chemicals"
-87.6298,41.8781,"Hillshire Brands","Chicago, IL","Food Consumer Products"
-74.0059,40.7128,"AmTrust Financial Services","New York, NY","Insurance: Property and Casualty (Stock)"
-87.8406,42.2586,"Brunswick","Lake Forest, IL","Transportation Equipment"
-93.09,44.9537,"Patterson","St. Paul, MN","Wholesalers: Health Care"
-95.4172,30.0799,"Southwestern Energy","Spring, TX","Mining, Crude-Oil Production"
-75.4396,40.0458,"Ametek","Berwyn, PA","Scientific,Photographic and Control Equipment"
-76.6122,39.2904,"T. Rowe Price","Baltimore, MD","Securities"
-96.6398,33.1972,"Torchmark","McKinney, TX","Insurance: Life, Health (stock)"
-96.9489,32.814,"Darling Ingredients","Irving, TX","Food Production"
-94.3102,37.1764,"Leggett & Platt","Carthage, MO","Home Equipment, Furnishings"
-80.1918,25.7617,"Watsco","Miami, FL","Wholesalers: Diversified"
-95.3698,29.7604,"Crestwood Equity Partners","Houston, TX","Energy"
-73.6835,41.0193,"Xylem","Rye Brook, NY","Industrial Machinery"
-73.5387,41.0534,"Silgan Holdings","Stamford, CT","Packaging, Containers"
-75.1285,40.1784,"Toll Brothers","Horsham, PA","Homebuilders"
-87.6576,44.0886,"Manitowoc","Manitowoc, WI","Construction and Farm Machinery"
-77.1773,38.9339,"Science Applications International","McLean, VA","Information Technology Services"
-77.0369,38.9072,"Carlyle Group","Washington, DC","Securities"
-81.4023,40.8759,"Timken","North Canton, OH","Industrial Machinery"
-95.3698,29.7604,"Genesis Energy","Houston, TX","Pipelines"
-95.9928,36.154,"WPX Energy","Tulsa, OK","Mining, Crude-Oil Production"
-117.161,32.7157,"CareFusion","San Diego, CA","Medical Products and Equipment"
-73.5387,41.0534,"Pitney Bowes","Stamford, CT","Computers, Office Equipment"
-82.3212,35.6179,"Ingles Markets","Black Mountain, NC","Food and Drug Stores"
-82.0282,41.5053,"PolyOne","Avon Lake, OH","Chemicals"
-86.7828,36.0331,"Brookdale Senior Living","Brentwood, TN","Health Care: Medical Facilities"
-81.3445,35.7345,"CommScope Holding","Hickory, NC","Network and Other Communications Equipment"
-83.1498,42.6064,"Meritor","Troy, MI","Motor Vehicles and Parts"
-87.9065,43.0389,"Joy Global","Milwaukee, WI","Construction and Farm Machinery"
-118.16,34.0006,"Unified Grocers","Commerce, CA","Wholesalers: Food and Grocery"
-75.4396,40.0458,"Triumph Group","Berwyn, PA","Aerospace and Defense"
-111.926,33.4942,"Magellan Health","Scottsdale, AZ","Health Care: Insurance and Managed Care"
-97.1331,33.2148,"Sally Beauty Holdings","Denton, TX","Specialty Retailers: Other"
-83.9788,30.8366,"Flowers Foods","Thomasville, GA","Food Consumer Products"
-82.8088,40.0812,"Abercrombie & Fitch","New Albany, OH","Specialty Retailers: Apparel"
-74.068,40.1607,"New Jersey Resources","Wall, NJ","Energy"
-91.6664,44.0554,"Fastenal","Winona, MN","Specialty Retailers: Other"
-77.357,38.9586,"NII Holdings","Reston, VA","Telecommunications"
-80.1873,40.2626,"Consol Energy","Canonsburg, PA","Mining, Crude-Oil Production"
-87.6298,41.8781,"USG","Chicago, IL","Building Materials, Glass"
-77.436,37.5407,"Brink's","Richmond, VA","Diversified Outsourcing Services"
-95.9928,36.154,"Helmerich & Payne","Tulsa, OK","Oil and Gas Equipment, Services"
-84.5037,38.0406,"Lexmark International","Lexington, KY","Computer Peripherals"
-83.0458,42.3314,"American Axle & Manufacturing","Detroit, MI","Motor Vehicles and Parts"
-95.3698,29.7604,"Crown Castle International","Houston, TX","Telecommunications"
-95.3698,29.7604,"Targa Energy","Houston, TX","Pipelines"
-95.3698,29.7604,"Oceaneering International","Houston, TX","Oil and Gas Equipment, Services"
-71.0589,42.3601,"Cabot","Boston, MA","Chemicals"
-74.0059,40.7128,"CIT Group","New York, NY","Commercial Banks"
-102.977,41.1448,"Cabela's","Sidney, NE","Specialty Retailers: Other"
-74.0059,40.7128,"Forest Laboratories","New York, NY","Pharmaceuticals"
-104.99,39.7392,"DCP Midstream Partners","Denver, CO","Pipelines"
-87.6298,41.8781,"Ryerson Holding","Chicago, IL","Metals"
-104.99,39.7392,"QEP Resources","Denver, CO","Mining, Crude-Oil Production"
-85.9767,41.682,"Thor Industries","Elkhart, IN","Motor Vehicles and Parts"
-82.64,27.7731,"HSN","St. Petersburg, FL","Specialty Retailers: Other"
-77.1068,38.88,"Graham Holdings","Arlington, VA","Education"
-122.236,37.4852,"Electronic Arts","Redwood City, CA","Computer Software"
-116.215,43.6187,"Boise Cascade","Boise, ID","Wholesalers: Diversified"
-87.9536,41.8398,"Hub Group","Oak Brook, IL","Transportation and Logistics"
-77.1068,38.88,"CACI International","Arlington, VA","Information Technology Services"
-82.5307,27.3364,"Roper Technologies","Sarasota, FL","Scientific,Photographic and Control Equipment"
-77.1068,38.88,"Towers Watson","Arlington, VA","Diversified Outsourcing Services"
-118.16,34.0006,"Smart & Final Stores","Commerce, CA","Food and Drug Stores"
-122.419,37.7749,"Big Heart Pet Brands","San Francisco, CA","Food Consumer Products"
-96.7299,32.9483,"Fossil Group","Richardson, TX","Apparel"
-74.0059,40.7128,"Nasdaq OMX Group","New York, NY","Securities"
-88.9937,40.4842,"Country Financial","Bloomington, IL","Insurance: Property and Casualty (Mutual)"
-87.8212,42.5847,"Snap-on","Kenosha, WI","Industrial Machinery"
-112.074,33.4484,"Pinnacle West Capital","Phoenix, AZ","Utilities: Gas and Electric"
-104.988,39.6478,"EchoStar","Englewood, CO","Network and Other Communications Equipment"
-73.6982,40.8257,"Systemax","Port Washington, NY","Specialty Retailers: Other"
-104.99,39.7392,"WhiteWave Foods","Denver, CO","Food Consumer Products"
-89.4012,43.0731,"CUNA Mutual Group","Madison, WI","Insurance: Life, Health (stock)"
-83.6499,41.0442,"Cooper Tire & Rubber","Findlay, OH","Motor Vehicles and Parts"
-80.1289,26.3683,"ADT","Boca Raton, FL","Diversified Outsourcing Services"
-94.573,39.1429,"Cerner","North Kansas City, MO","Health Care: Pharmacy and Other Services"
-70.7928,42.1615,"Clean Harbors","Norwell, MA","Waste Management"
-111.94,33.4255,"First Solar","Tempe, AZ","Energy"
-96.7299,32.9483,"Lennox International","Richardson, TX","Industrial Machinery"
-97.5164,35.4676,"Enable Midstream Partners","Oklahoma City, OK","Pipelines"
-73.0932,41.3165,"Hubbell","Shelton, CT","Electronics, Electrical Equip."
-75.2663,40.1523,"Unisys","Blue Bell, PA","Information Technology Services"
-89.4012,43.0731,"Alliant Energy","Madison, WI","Utilities: Gas and Electric"
-83.5552,41.6639,"Health Care REIT","Toledo, OH","Real estate"
-74.0059,40.7128,"Moody's","New York, NY","Diversified Financials"
-74.401,40.6954,"C.R. Bard","Murray Hill, NJ","Medical Products and Equipment"
-75.1652,39.9526,"Urban Outfitters","Philadelphia, PA","Specialty Retailers: Apparel"
-74.7909,40.26,"Church & Dwight","Ewing, NJ","Household and Personal Products"
-79.9959,40.4406,"American Eagle Outfitters","Pittsburgh, PA","Specialty Retailers: Apparel"
-118.244,34.0522,"Oaktree Capital Group","Los Angeles, CA","Securities"
-89.0318,42.5083,"Regal Beloit","Beloit, WI","Electronics, Electrical Equip."
-95.3698,29.7604,"Men's Wearhouse","Houston, TX","Specialty Retailers: Apparel"
-83.4755,42.4806,"Cooper-Standard Holdings","Novi, MI","Motor Vehicles and Parts"
-76.861,39.2037,"W.R. Grace","Columbia, MD","Chemicals"
